Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,latent
GO_Biological_Process_2023,One-Carbon Compound Transport (GO:0019755),3/35,5.48336156497629e-06,0.0009486215507408982,0,0,110.00735294117646,1332.6062162903231,HBB;SLC4A1;HBA1,Latent_0
KEGG_2021_Human,One-Carbon Compound Transport (GO:0019755),3/35,5.48336156497629e-06,0.0009486215507408982,0,0,110.00735294117646,1332.6062162903231,HBB;SLC4A1;HBA1,Latent_0
GO_Biological_Process_2023,Oxygen Transport (GO:0015671),2/10,4.254530034649759e-05,0.0029968626130913,0,0,277.3888888888889,2791.9028448786567,HBB;HBA1,Latent_0
GO_Biological_Process_2023,Carbon Dioxide Transport (GO:0015670),2/11,5.196871583395421e-05,0.0029968626130913,0,0,246.55555555555557,2432.238167772633,HBB;HBA1,Latent_0
KEGG_2021_Human,Oxygen Transport (GO:0015671),2/10,4.254530034649759e-05,0.0029968626130913,0,0,277.3888888888889,2791.9028448786567,HBB;HBA1,Latent_0
KEGG_2021_Human,Carbon Dioxide Transport (GO:0015670),2/11,5.196871583395421e-05,0.0029968626130913,0,0,246.55555555555557,2432.238167772633,HBB;HBA1,Latent_0
GO_Biological_Process_2023,Gas Transport (GO:0015669),2/15,9.897575036981038e-05,0.0042807012034942,0,0,170.65811965811966,1573.5763478145914,HBB;HBA1,Latent_0
KEGG_2021_Human,Gas Transport (GO:0015669),2/15,9.897575036981038e-05,0.0042807012034942,0,0,170.65811965811966,1573.5763478145914,HBB;HBA1,Latent_0
GO_Biological_Process_2023,Hydrogen Peroxide Catabolic Process (GO:0042744),2/20,0.00017856345892201654,0.0061782956787017,0,0,123.22222222222224,1063.4775841223657,HBB;HBA1,Latent_0
KEGG_2021_Human,Hydrogen Peroxide Catabolic Process (GO:0042744),2/20,0.00017856345892201654,0.0061782956787017,0,0,123.22222222222224,1063.4775841223657,HBB;HBA1,Latent_0
GO_Biological_Process_2023,Antigen Receptor-Mediated Signaling Pathway (GO:0050851),3/134,0.00030840217370871873,0.0087377055311912,0,0,26.738661876964525,216.15817338090815,VAV3;IGKC;INPP5D,Latent_0
GO_Biological_Process_2023,Golgi To Plasma Membrane Protein Transport (GO:0043001),2/28,0.0003535487787187227,0.0087377055311912,0,0,85.27350427350427,677.710245242856,MACF1;KIF13A,Latent_0
KEGG_2021_Human,Antigen Receptor-Mediated Signaling Pathway (GO:0050851),3/134,0.00030840217370871873,0.0087377055311912,0,0,26.738661876964525,216.15817338090815,VAV3;IGKC;INPP5D,Latent_0
KEGG_2021_Human,Golgi To Plasma Membrane Protein Transport (GO:0043001),2/28,0.0003535487787187227,0.0087377055311912,0,0,85.27350427350427,677.710245242856,MACF1;KIF13A,Latent_0
GO_Biological_Process_2023,Establishment Of Protein Localization To Plasma Membrane (GO:0061951),2/38,0.0006535983868982156,0.0141340651166739,0,0,61.55555555555556,451.387965030658,MACF1;KIF13A,Latent_0
KEGG_2021_Human,Establishment Of Protein Localization To Plasma Membrane (GO:0061951),2/38,0.0006535983868982156,0.0141340651166739,0,0,61.55555555555556,451.387965030658,MACF1;KIF13A,Latent_0
GO_Biological_Process_2023,B Cell Receptor Signaling Pathway (GO:0050853),2/46,0.0009576675617417908,0.0157214795086037,0,0,50.343434343434346,349.9377081556704,VAV3;IGKC,Latent_0
GO_Biological_Process_2023,Response To Hydrogen Peroxide (GO:0042542),2/46,0.0009576675617417908,0.0157214795086037,0,0,50.343434343434346,349.9377081556704,HBB;HBA1,Latent_0
GO_Biological_Process_2023,Golgi To Plasma Membrane Transport (GO:0006893),2/47,0.0009996316450557327,0.0157214795086037,0,0,49.22222222222222,340.0331999878986,MACF1;KIF13A,Latent_0
KEGG_2021_Human,B Cell Receptor Signaling Pathway (GO:0050853),2/46,0.0009576675617417908,0.0157214795086037,0,0,50.343434343434346,349.9377081556704,VAV3;IGKC,Latent_0
KEGG_2021_Human,Response To Hydrogen Peroxide (GO:0042542),2/46,0.0009576675617417908,0.0157214795086037,0,0,50.343434343434346,349.9377081556704,HBB;HBA1,Latent_0
KEGG_2021_Human,Golgi To Plasma Membrane Transport (GO:0006893),2/47,0.0009996316450557327,0.0157214795086037,0,0,49.22222222222222,340.0331999878986,MACF1;KIF13A,Latent_0
GO_Biological_Process_2023,Positive Regulation Of Cell Death (GO:0010942),2/50,0.0011307590059983,0.016268969815351,0,0,46.138888888888886,313.0461870363529,HBB;HBA1,Latent_0
GO_Biological_Process_2023,Positive Regulation Of B Cell Activation (GO:0050871),2/52,0.00122252374335,0.016268969815351,0,0,44.28888888888889,297.0383992061624,VAV3;INPP5D,Latent_0
KEGG_2021_Human,Positive Regulation Of Cell Death (GO:0010942),2/50,0.0011307590059983,0.016268969815351,0,0,46.138888888888886,313.0461870363529,HBB;HBA1,Latent_0
KEGG_2021_Human,Positive Regulation Of B Cell Activation (GO:0050871),2/52,0.00122252374335,0.016268969815351,0,0,44.28888888888889,297.0383992061624,VAV3;INPP5D,Latent_0
GO_Biological_Process_2023,Regulation Of Cell Death (GO:0010941),2/59,0.0015708812917978,0.0194116045343596,0,0,38.83625730994152,250.73147869740143,HBB;HBA1,Latent_0
KEGG_2021_Human,Regulation Of Cell Death (GO:0010941),2/59,0.0015708812917978,0.0194116045343596,0,0,38.83625730994152,250.73147869740143,HBB;HBA1,Latent_0
GO_Biological_Process_2023,Response To Reactive Oxygen Species (GO:0000302),2/66,0.001961104016553,0.022618066324245,0,0,34.576388888888886,215.55777257871145,HBB;HBA1,Latent_0
KEGG_2021_Human,Response To Reactive Oxygen Species (GO:0000302),2/66,0.001961104016553,0.022618066324245,0,0,34.576388888888886,215.55777257871145,HBB;HBA1,Latent_0
GO_Biological_Process_2023,T Cell Receptor Signaling Pathway (GO:0050852),4/95,2.1830683489914168e-06,0.0006440051629524679,0,0,54.64010989010989,712.2217663090462,ITK;THEMIS;CD247;SKAP1,Latent_1
KEGG_2021_Human,T Cell Receptor Signaling Pathway (GO:0050852),4/95,2.1830683489914168e-06,0.0006440051629524679,0,0,54.64010989010989,712.2217663090462,ITK;THEMIS;CD247;SKAP1,Latent_1
GO_Biological_Process_2023,Antigen Receptor-Mediated Signaling Pathway (GO:0050851),4/134,8.587970710364753e-06,0.0012667256797788,0,0,38.17307692307692,445.2945953007825,ITK;THEMIS;CD247;SKAP1,Latent_1
KEGG_2021_Human,Antigen Receptor-Mediated Signaling Pathway (GO:0050851),4/134,8.587970710364753e-06,0.0012667256797788,0,0,38.17307692307692,445.2945953007825,ITK;THEMIS;CD247;SKAP1,Latent_1
GO_Biological_Process_2023,Fc Receptor Signaling Pathway (GO:0038093),2/26,0.00030434158117427734,0.0299269221488039,0,0,92.38888888888889,748.1060808668657,PRKCQ;CD247,Latent_1
KEGG_2021_Human,Fc Receptor Signaling Pathway (GO:0038093),2/26,0.00030434158117427734,0.0299269221488039,0,0,92.38888888888889,748.1060808668657,PRKCQ;CD247,Latent_1
GO_Biological_Process_2023,Axonogenesis (GO:0007409),3/188,0.0008282338460568783,0.047085321785638,0,0,18.88235294117647,133.9932365669352,NELL2;PRKCQ;ANK3,Latent_1
GO_Biological_Process_2023,Positive Regulation Of Leukocyte Cell-Cell Adhesion (GO:1903039),2/44,0.0008763666329947344,0.047085321785638,0,0,52.74603174603175,371.31761233322095,PRKCQ;SKAP1,Latent_1
GO_Biological_Process_2023,Positive Regulation Of Cell-Cell Adhesion (GO:0022409),2/46,0.0009576675617417908,0.047085321785638,0,0,50.343434343434346,349.9377081556704,ANK3;SKAP1,Latent_1
KEGG_2021_Human,Axonogenesis (GO:0007409),3/188,0.0008282338460568783,0.047085321785638,0,0,18.88235294117647,133.9932365669352,NELL2;PRKCQ;ANK3,Latent_1
KEGG_2021_Human,Positive Regulation Of Leukocyte Cell-Cell Adhesion (GO:1903039),2/44,0.0008763666329947344,0.047085321785638,0,0,52.74603174603175,371.31761233322095,PRKCQ;SKAP1,Latent_1
KEGG_2021_Human,Positive Regulation Of Cell-Cell Adhesion (GO:0022409),2/46,0.0009576675617417908,0.047085321785638,0,0,50.343434343434346,349.9377081556704,ANK3;SKAP1,Latent_1
GO_Biological_Process_2023,Fc-gamma Receptor Signaling Pathway Involved In Phagocytosis (GO:0038096),2/20,0.00017856345892201654,0.0132488246828811,0,0,123.22222222222224,1063.4775841223657,LYN;PRKCE,Latent_10
GO_Biological_Process_2023,Lipopolysaccharide-Mediated Signaling Pathway (GO:0031663),2/20,0.00017856345892201654,0.0132488246828811,0,0,123.22222222222224,1063.4775841223657,LYN;PRKCE,Latent_10
GO_Biological_Process_2023,Positive Regulation Of Amyloid Precursor Protein Catabolic Process (GO:1902993),2/21,0.000197241423521882,0.0132488246828811,0,0,116.7309941520468,995.841692324286,LYN;GSAP,Latent_10
GO_Biological_Process_2023,Fc Receptor Mediated Stimulatory Signaling Pathway (GO:0002431),2/22,0.00021683563043902655,0.0132488246828811,0,0,110.88888888888889,935.4998014387868,LYN;PRKCE,Latent_10
GO_Biological_Process_2023,Fc-gamma Receptor Signaling Pathway (GO:0038094),2/24,0.00025876610708752327,0.0132488246828811,0,0,100.7979797979798,832.5495793111635,LYN;PRKCE,Latent_10
KEGG_2021_Human,Fc-gamma Receptor Signaling Pathway Involved In Phagocytosis (GO:0038096),2/20,0.00017856345892201654,0.0132488246828811,0,0,123.22222222222224,1063.4775841223657,LYN;PRKCE,Latent_10
KEGG_2021_Human,Lipopolysaccharide-Mediated Signaling Pathway (GO:0031663),2/20,0.00017856345892201654,0.0132488246828811,0,0,123.22222222222224,1063.4775841223657,LYN;PRKCE,Latent_10
KEGG_2021_Human,Positive Regulation Of Amyloid Precursor Protein Catabolic Process (GO:1902993),2/21,0.000197241423521882,0.0132488246828811,0,0,116.7309941520468,995.841692324286,LYN;GSAP,Latent_10
KEGG_2021_Human,Fc Receptor Mediated Stimulatory Signaling Pathway (GO:0002431),2/22,0.00021683563043902655,0.0132488246828811,0,0,110.88888888888889,935.4998014387868,LYN;PRKCE,Latent_10
KEGG_2021_Human,Fc-gamma Receptor Signaling Pathway (GO:0038094),2/24,0.00025876610708752327,0.0132488246828811,0,0,100.7979797979798,832.5495793111635,LYN;PRKCE,Latent_10
GO_Biological_Process_2023,Regulation Of Sodium Ion Transmembrane Transporter Activity (GO:2000649),2/37,0.0006195695304718364,0.026434966633465,0,0,63.31746031746032,467.69351055771176,PRKCE;UTRN,Latent_10
KEGG_2021_Human,Regulation Of Sodium Ion Transmembrane Transporter Activity (GO:2000649),2/37,0.0006195695304718364,0.026434966633465,0,0,63.31746031746032,467.69351055771176,PRKCE;UTRN,Latent_10
GO_Biological_Process_2023,Immunoglobulin Mediated Immune Response (GO:0016064),4/30,1.959060801430416e-08,1.1989452104754148e-05,0,0,191.8653846153846,3405.2682062867107,CD74;HLA-DRA;HLA-DRB1;HLA-DPA1,Latent_11
KEGG_2021_Human,Immunoglobulin Mediated Immune Response (GO:0016064),4/30,1.959060801430416e-08,1.1989452104754148e-05,0,0,191.8653846153846,3405.2682062867107,CD74;HLA-DRA;HLA-DRB1;HLA-DPA1,Latent_11
GO_Biological_Process_2023,MHC Class II Protein Complex Assembly (GO:0002399),3/14,3.090573771855685e-07,6.273990462457743e-05,0,0,320.3582887700535,4802.087100103054,HLA-DRA;HLA-DRB1;HLA-DPA1,Latent_11
GO_Biological_Process_2023,Peptide Antigen Assembly With MHC Class II Protein Complex (GO:0002503),3/14,3.090573771855685e-07,6.273990462457743e-05,0,0,320.3582887700535,4802.087100103054,HLA-DRA;HLA-DRB1;HLA-DPA1,Latent_11
GO_Biological_Process_2023,Negative Regulation Of Inflammatory Response To Antigenic Stimulus (GO:0002862),3/16,4.748696385083876e-07,6.273990462457743e-05,0,0,271.0452488687783,3946.479948522122,LYN;SYK;HLA-DRB1,Latent_11
GO_Biological_Process_2023,Regulation Of Inflammatory Response To Antigenic Stimulus (GO:0002861),3/17,5.762613044844332e-07,6.273990462457743e-05,0,0,251.67226890756305,3615.7011498247193,LYN;SYK;HLA-DRB1,Latent_11
GO_Biological_Process_2023,Peptide Antigen Assembly With MHC Protein Complex (GO:0002501),3/18,6.910743741904565e-07,6.273990462457743e-05,0,0,234.8823529411765,3331.8104950829,HLA-DRA;HLA-DRB1;HLA-DPA1,Latent_11
GO_Biological_Process_2023,Immunoglobulin Production Involved In Immunoglobulin-Mediated Immune Response (GO:0002381),3/19,8.201294722166984e-07,6.273990462457743e-05,0,0,220.19117647058823,3085.7159050798964,HLA-DRA;HLA-DRB1;HLA-DPA1,Latent_11
GO_Biological_Process_2023,Positive Regulation Of Alpha-Beta T Cell Activation (GO:0046635),3/19,8.201294722166984e-07,6.273990462457743e-05,0,0,220.19117647058823,3085.7159050798964,SYK;HLA-DRA;HLA-DRB1,Latent_11
KEGG_2021_Human,MHC Class II Protein Complex Assembly (GO:0002399),3/14,3.090573771855685e-07,6.273990462457743e-05,0,0,320.3582887700535,4802.087100103054,HLA-DRA;HLA-DRB1;HLA-DPA1,Latent_11
KEGG_2021_Human,Peptide Antigen Assembly With MHC Class II Protein Complex (GO:0002503),3/14,3.090573771855685e-07,6.273990462457743e-05,0,0,320.3582887700535,4802.087100103054,HLA-DRA;HLA-DRB1;HLA-DPA1,Latent_11
KEGG_2021_Human,Negative Regulation Of Inflammatory Response To Antigenic Stimulus (GO:0002862),3/16,4.748696385083876e-07,6.273990462457743e-05,0,0,271.0452488687783,3946.479948522122,LYN;SYK;HLA-DRB1,Latent_11
KEGG_2021_Human,Regulation Of Inflammatory Response To Antigenic Stimulus (GO:0002861),3/17,5.762613044844332e-07,6.273990462457743e-05,0,0,251.67226890756305,3615.7011498247193,LYN;SYK;HLA-DRB1,Latent_11
KEGG_2021_Human,Peptide Antigen Assembly With MHC Protein Complex (GO:0002501),3/18,6.910743741904565e-07,6.273990462457743e-05,0,0,234.8823529411765,3331.8104950829,HLA-DRA;HLA-DRB1;HLA-DPA1,Latent_11
KEGG_2021_Human,Immunoglobulin Production Involved In Immunoglobulin-Mediated Immune Response (GO:0002381),3/19,8.201294722166984e-07,6.273990462457743e-05,0,0,220.19117647058823,3085.7159050798964,HLA-DRA;HLA-DRB1;HLA-DPA1,Latent_11
KEGG_2021_Human,Positive Regulation Of Alpha-Beta T Cell Activation (GO:0046635),3/19,8.201294722166984e-07,6.273990462457743e-05,0,0,220.19117647058823,3085.7159050798964,SYK;HLA-DRA;HLA-DRB1,Latent_11
GO_Biological_Process_2023,Regulation Of Immune Response (GO:0050776),4/77,9.387488997701564e-07,6.383492518437063e-05,0,0,68.17465753424658,946.1768334306304,LYN;SYK;HLA-DRA;HLA-DRB1,Latent_11
KEGG_2021_Human,Regulation Of Immune Response (GO:0050776),4/77,9.387488997701564e-07,6.383492518437063e-05,0,0,68.17465753424658,946.1768334306304,LYN;SYK;HLA-DRA;HLA-DRB1,Latent_11
GO_Biological_Process_2023,Antigen Processing And Presentation Of Exogenous Peptide Antigen Via MHC Class II (GO:0019886),3/26,2.1907791586236774e-06,0.00013407568450776906,0,0,153.1227621483376,1995.3814991245245,HLA-DRA;HLA-DRB1;HLA-DPA1,Latent_11
KEGG_2021_Human,Antigen Processing And Presentation Of Exogenous Peptide Antigen Via MHC Class II (GO:0019886),3/26,2.1907791586236774e-06,0.00013407568450776906,0,0,153.1227621483376,1995.3814991245245,HLA-DRA;HLA-DRB1;HLA-DPA1,Latent_11
GO_Biological_Process_2023,Antigen Processing And Presentation Of Peptide Antigen Via MHC Class II (GO:0002495),3/28,2.756870805011792e-06,0.00015338226660611062,0,0,140.85882352941175,1803.1921560828853,HLA-DRA;HLA-DRB1;HLA-DPA1,Latent_11
KEGG_2021_Human,Antigen Processing And Presentation Of Peptide Antigen Via MHC Class II (GO:0002495),3/28,2.756870805011792e-06,0.00015338226660611062,0,0,140.85882352941175,1803.1921560828853,HLA-DRA;HLA-DRB1;HLA-DPA1,Latent_11
GO_Biological_Process_2023,Regulation Of ERK1 And ERK2 Cascade (GO:0070372),5/244,3.46271209726872e-06,0.00017659831696070473,0,0,27.532775453277544,346.182207701346,LYN;APP;CD74;SYK;HLA-DRB1,Latent_11
KEGG_2021_Human,Regulation Of ERK1 And ERK2 Cascade (GO:0070372),5/244,3.46271209726872e-06,0.00017659831696070473,0,0,27.532775453277544,346.182207701346,LYN;APP;CD74;SYK;HLA-DRB1,Latent_11
GO_Biological_Process_2023,Antigen Processing And Presentation Of Exogenous Peptide Antigen (GO:0002478),3/31,3.775486561735298e-06,0.00017773829044476943,0,0,125.74789915966386,1570.2116644461864,HLA-DRA;HLA-DRB1;HLA-DPA1,Latent_11
KEGG_2021_Human,Antigen Processing And Presentation Of Exogenous Peptide Antigen (GO:0002478),3/31,3.775486561735298e-06,0.00017773829044476943,0,0,125.74789915966386,1570.2116644461864,HLA-DRA;HLA-DRB1;HLA-DPA1,Latent_11
GO_Biological_Process_2023,Antigen Receptor-Mediated Signaling Pathway (GO:0050851),4/134,8.587970710364753e-06,0.00037541700533880206,0,0,38.17307692307692,445.2945953007825,MEF2C;SYK;HLA-DRB1;HLA-DPA1,Latent_11
KEGG_2021_Human,Antigen Receptor-Mediated Signaling Pathway (GO:0050851),4/134,8.587970710364753e-06,0.00037541700533880206,0,0,38.17307692307692,445.2945953007825,MEF2C;SYK;HLA-DRB1;HLA-DPA1,Latent_11
GO_Biological_Process_2023,"Positive Regulation Of CD4-positive, CD25-positive, Alpha-Beta Regulatory T Cell Differentiation (GO:0032831)",2/5,9.482777500558208e-06,0.0003868973220227748,0,0,739.8888888888889,8557.579526684436,HLA-DRA;HLA-DRB1,Latent_11
KEGG_2021_Human,"Positive Regulation Of CD4-positive, CD25-positive, Alpha-Beta Regulatory T Cell Differentiation (GO:0032831)",2/5,9.482777500558208e-06,0.0003868973220227748,0,0,739.8888888888889,8557.579526684436,HLA-DRA;HLA-DRB1,Latent_11
GO_Biological_Process_2023,Positive Regulation Of Leukocyte Cell-Cell Adhesion (GO:1903039),3/44,1.1032325952813076e-05,0.00039716373430127074,0,0,85.8206599713056,979.6154457787004,HLA-DRA;HLA-DRB1;HLA-DPA1,Latent_11
GO_Biological_Process_2023,Regulation Of B Cell Proliferation (GO:0030888),3/44,1.1032325952813076e-05,0.00039716373430127074,0,0,85.8206599713056,979.6154457787004,LYN;CD74;MEF2C,Latent_11
KEGG_2021_Human,Positive Regulation Of Leukocyte Cell-Cell Adhesion (GO:1903039),3/44,1.1032325952813076e-05,0.00039716373430127074,0,0,85.8206599713056,979.6154457787004,HLA-DRA;HLA-DRB1;HLA-DPA1,Latent_11
KEGG_2021_Human,Regulation Of B Cell Proliferation (GO:0030888),3/44,1.1032325952813076e-05,0.00039716373430127074,0,0,85.8206599713056,979.6154457787004,LYN;CD74;MEF2C,Latent_11
GO_Biological_Process_2023,Positive Regulation Of Lymphocyte Activation (GO:0051251),3/47,1.3481397438261951e-05,0.00045789498220108536,0,0,79.9572192513369,896.6562313634217,HLA-DRA;HLA-DRB1;HLA-DPA1,Latent_11
GO_Biological_Process_2023,Regulation Of T-helper Cell Differentiation (GO:0045622),2/6,1.421569389186376e-05,0.00045789498220108536,0,0,554.8888888888889,6193.205890662571,HLA-DRA;HLA-DRB1,Latent_11
KEGG_2021_Human,Positive Regulation Of Lymphocyte Activation (GO:0051251),3/47,1.3481397438261951e-05,0.00045789498220108536,0,0,79.9572192513369,896.6562313634217,HLA-DRA;HLA-DRB1;HLA-DPA1,Latent_11
KEGG_2021_Human,Regulation Of T-helper Cell Differentiation (GO:0045622),2/6,1.421569389186376e-05,0.00045789498220108536,0,0,554.8888888888889,6193.205890662571,HLA-DRA;HLA-DRB1,Latent_11
GO_Biological_Process_2023,Positive Regulation Of B Cell Activation (GO:0050871),3/52,1.831583965346457e-05,0.0005010257609919666,0,0,71.78031212484994,782.9612916996459,CD74;MEF2C;SYK,Latent_11
GO_Biological_Process_2023,Positive Regulation Of Chemokine Production (GO:0032722),3/53,1.940242439066148e-05,0.0005010257609919666,0,0,70.34117647058824,763.2096802766982,APP;CD74;SYK,Latent_11
GO_Biological_Process_2023,Regulation Of Leukocyte Degranulation (GO:0043300),2/7,1.989010047124072e-05,0.0005010257609919666,0,0,443.8888888888889,4805.225245888672,LYN;SYK,Latent_11
GO_Biological_Process_2023,"Positive Regulation Of CD4-positive, Alpha-Beta T Cell Differentiation (GO:0043372)",2/7,1.989010047124072e-05,0.0005010257609919666,0,0,443.8888888888889,4805.225245888672,HLA-DRA;HLA-DRB1,Latent_11
GO_Biological_Process_2023,"Regulation Of CD4-positive, Alpha-Beta T Cell Activation (GO:2000514)",2/7,1.989010047124072e-05,0.0005010257609919666,0,0,443.8888888888889,4805.225245888672,HLA-DRA;HLA-DRB1,Latent_11
GO_Biological_Process_2023,Regulation Of Cytokine Production (GO:0001817),4/167,2.046673860261301e-05,0.0005010257609919666,0,0,30.394171779141104,328.1570430921782,LYN;IRF8;HDAC9;HLA-DRB1,Latent_11
KEGG_2021_Human,Positive Regulation Of B Cell Activation (GO:0050871),3/52,1.831583965346457e-05,0.0005010257609919666,0,0,71.78031212484994,782.9612916996459,CD74;MEF2C;SYK,Latent_11
KEGG_2021_Human,Positive Regulation Of Chemokine Production (GO:0032722),3/53,1.940242439066148e-05,0.0005010257609919666,0,0,70.34117647058824,763.2096802766982,APP;CD74;SYK,Latent_11
KEGG_2021_Human,Regulation Of Leukocyte Degranulation (GO:0043300),2/7,1.989010047124072e-05,0.0005010257609919666,0,0,443.8888888888889,4805.225245888672,LYN;SYK,Latent_11
KEGG_2021_Human,"Positive Regulation Of CD4-positive, Alpha-Beta T Cell Differentiation (GO:0043372)",2/7,1.989010047124072e-05,0.0005010257609919666,0,0,443.8888888888889,4805.225245888672,HLA-DRA;HLA-DRB1,Latent_11
KEGG_2021_Human,"Regulation Of CD4-positive, Alpha-Beta T Cell Activation (GO:2000514)",2/7,1.989010047124072e-05,0.0005010257609919666,0,0,443.8888888888889,4805.225245888672,HLA-DRA;HLA-DRB1,Latent_11
KEGG_2021_Human,Regulation Of Cytokine Production (GO:0001817),4/167,2.046673860261301e-05,0.0005010257609919666,0,0,30.394171779141104,328.1570430921782,LYN;IRF8;HDAC9;HLA-DRB1,Latent_11
GO_Biological_Process_2023,Positive Regulation Of Memory T Cell Differentiation (GO:0043382),2/8,2.650430025143172e-05,0.0006238704520721622,0,0,369.8888888888889,3897.964407357134,HLA-DRA;HLA-DRB1,Latent_11
KEGG_2021_Human,Positive Regulation Of Memory T Cell Differentiation (GO:0043382),2/8,2.650430025143172e-05,0.0006238704520721622,0,0,369.8888888888889,3897.964407357134,HLA-DRA;HLA-DRB1,Latent_11
GO_Biological_Process_2023,Regulation Of T Cell Activation (GO:0050863),3/62,3.1145039317832526e-05,0.000651332436775324,0,0,59.584247258225325,618.2971284537232,HLA-DRA;HLA-DRB1;HLA-DPA1,Latent_11
GO_Biological_Process_2023,B Cell Homeostasis (GO:0001782),2/9,3.405659800132413e-05,0.000651332436775324,0,0,317.031746031746,3261.459893047559,LYN;MEF2C,Latent_11
GO_Biological_Process_2023,Positive Regulation Of Leukocyte Apoptotic Process (GO:2000108),2/9,3.405659800132413e-05,0.000651332436775324,0,0,317.031746031746,3261.459893047559,LYN;MEF2C,Latent_11
GO_Biological_Process_2023,Positive Regulation Of Monocyte Differentiation (GO:0045657),2/9,3.405659800132413e-05,0.000651332436775324,0,0,317.031746031746,3261.459893047559,CD74;HLA-DRB1,Latent_11
GO_Biological_Process_2023,Regulation Of Memory T Cell Differentiation (GO:0043380),2/9,3.405659800132413e-05,0.000651332436775324,0,0,317.031746031746,3261.459893047559,HLA-DRA;HLA-DRB1,Latent_11
GO_Biological_Process_2023,Regulation Of Myeloid Leukocyte Mediated Immunity (GO:0002886),2/9,3.405659800132413e-05,0.000651332436775324,0,0,317.031746031746,3261.459893047559,LYN;SYK,Latent_11
KEGG_2021_Human,Regulation Of T Cell Activation (GO:0050863),3/62,3.1145039317832526e-05,0.000651332436775324,0,0,59.584247258225325,618.2971284537232,HLA-DRA;HLA-DRB1;HLA-DPA1,Latent_11
KEGG_2021_Human,B Cell Homeostasis (GO:0001782),2/9,3.405659800132413e-05,0.000651332436775324,0,0,317.031746031746,3261.459893047559,LYN;MEF2C,Latent_11
KEGG_2021_Human,Positive Regulation Of Leukocyte Apoptotic Process (GO:2000108),2/9,3.405659800132413e-05,0.000651332436775324,0,0,317.031746031746,3261.459893047559,LYN;MEF2C,Latent_11
KEGG_2021_Human,Positive Regulation Of Monocyte Differentiation (GO:0045657),2/9,3.405659800132413e-05,0.000651332436775324,0,0,317.031746031746,3261.459893047559,CD74;HLA-DRB1,Latent_11
KEGG_2021_Human,Regulation Of Memory T Cell Differentiation (GO:0043380),2/9,3.405659800132413e-05,0.000651332436775324,0,0,317.031746031746,3261.459893047559,HLA-DRA;HLA-DRB1,Latent_11
KEGG_2021_Human,Regulation Of Myeloid Leukocyte Mediated Immunity (GO:0002886),2/9,3.405659800132413e-05,0.000651332436775324,0,0,317.031746031746,3261.459893047559,LYN;SYK,Latent_11
GO_Biological_Process_2023,Negative Regulation Of Immune Response (GO:0050777),3/66,3.758775479037288e-05,0.0006970819979305517,0,0,55.78991596638655,568.4340939675292,LYN;SYK;HLA-DRB1,Latent_11
KEGG_2021_Human,Negative Regulation Of Immune Response (GO:0050777),3/66,3.758775479037288e-05,0.0006970819979305517,0,0,55.78991596638655,568.4340939675292,LYN;SYK;HLA-DRB1,Latent_11
GO_Biological_Process_2023,Regulation Of MAPK Cascade (GO:0043408),4/204,4.479782076613441e-05,0.0008063607737904194,0,0,24.725,247.58010504107028,LYN;CD74;SYK;HLA-DRB1,Latent_11
KEGG_2021_Human,Regulation Of MAPK Cascade (GO:0043408),4/204,4.479782076613441e-05,0.0008063607737904194,0,0,24.725,247.58010504107028,LYN;CD74;SYK;HLA-DRB1,Latent_11
GO_Biological_Process_2023,Regulation Of Homotypic Cell-Cell Adhesion (GO:0034110),2/11,5.196871583395421e-05,0.0008762575654490284,0,0,246.55555555555557,2432.238167772633,LYN;SYK,Latent_11
GO_Biological_Process_2023,"Regulation Of CD4-positive, Alpha-Beta T Cell Differentiation (GO:0043370)",2/11,5.196871583395421e-05,0.0008762575654490284,0,0,246.55555555555557,2432.238167772633,HLA-DRA;HLA-DRB1,Latent_11
GO_Biological_Process_2023,Positive Regulation Of Lymphocyte Proliferation (GO:0050671),3/74,5.297635608106871e-05,0.0008762575654490284,0,0,49.48384424192212,487.20134617403886,CD74;MEF2C;HLA-DPA1,Latent_11
KEGG_2021_Human,Regulation Of Homotypic Cell-Cell Adhesion (GO:0034110),2/11,5.196871583395421e-05,0.0008762575654490284,0,0,246.55555555555557,2432.238167772633,LYN;SYK,Latent_11
KEGG_2021_Human,"Regulation Of CD4-positive, Alpha-Beta T Cell Differentiation (GO:0043370)",2/11,5.196871583395421e-05,0.0008762575654490284,0,0,246.55555555555557,2432.238167772633,HLA-DRA;HLA-DRB1,Latent_11
KEGG_2021_Human,Positive Regulation Of Lymphocyte Proliferation (GO:0050671),3/74,5.297635608106871e-05,0.0008762575654490284,0,0,49.48384424192212,487.20134617403886,CD74;MEF2C;HLA-DPA1,Latent_11
GO_Biological_Process_2023,Positive Regulation Of Interleukin-6 Production (GO:0032755),3/76,5.737834681405649e-05,0.0009240933750053308,0,0,48.12328767123287,469.9644989426725,APP;CD74;SYK,Latent_11
KEGG_2021_Human,Positive Regulation Of Interleukin-6 Production (GO:0032755),3/76,5.737834681405649e-05,0.0009240933750053308,0,0,48.12328767123287,469.9644989426725,APP;CD74;SYK,Latent_11
